Country Origin Name,Country Origin Code,Migration by Gender Name,Migration by Gender Code,Country Dest Name,Country Dest Code,value
Afghanistan,AFG,Total,TOT,Afghanistan,AFG,0
Afghanistan,AFG,Total,TOT,Albania,ALB,0
Afghanistan,AFG,Total,TOT,Algeria,DZA,8
Afghanistan,AFG,Total,TOT,American Samoa,ASM,0
Afghanistan,AFG,Total,TOT,Andorra,AND,6
Afghanistan,AFG,Total,TOT,Angola,AGO,0
Afghanistan,AFG,Total,TOT,Anguilla,AIA,0
Afghanistan,AFG,Total,TOT,Antigua and Barbuda,ATG,0
Afghanistan,AFG,Total,TOT,Argentina,ARG,0
Afghanistan,AFG,Total,TOT,Armenia,ARM,7
Afghanistan,AFG,Total,TOT,Aruba,ABW,0
Afghanistan,AFG,Total,TOT,Australia,AUS,11128
Afghanistan,AFG,Total,TOT,Austria,AUT,2488
Afghanistan,AFG,Total,TOT,Azerbaijan,AZE,0
Afghanistan,AFG,Total,TOT,"Bahamas, The",BHS,0
Afghanistan,AFG,Total,TOT,Bahrain,BHR,34419
Afghanistan,AFG,Total,TOT,Bangladesh,BGD,158
Afghanistan,AFG,Total,TOT,Barbados,BRB,0
Afghanistan,AFG,Total,TOT,Belarus,BLR,0
Afghanistan,AFG,Total,TOT,Belgium,BEL,209
Afghanistan,AFG,Total,TOT,Belize,BLZ,3
Afghanistan,AFG,Total,TOT,Benin,BEN,0
Afghanistan,AFG,Total,TOT,Bermuda,BMU,4
Afghanistan,AFG,Total,TOT,Bhutan,BTN,0
Afghanistan,AFG,Total,TOT,Bolivia,BOL,2
Afghanistan,AFG,Total,TOT,Bosnia and Herzegovina,BIH,2
Afghanistan,AFG,Total,TOT,Botswana,BWA,0
Afghanistan,AFG,Total,TOT,Brazil,BRA,28
Afghanistan,AFG,Total,TOT,Brunei Darussalam,BRN,0
Afghanistan,AFG,Total,TOT,Bulgaria,BGR,826
Afghanistan,AFG,Total,TOT,Burkina Faso,BFA,0
Afghanistan,AFG,Total,TOT,Burundi,BDI,0
Afghanistan,AFG,Total,TOT,Cambodia,KHM,3
Afghanistan,AFG,Total,TOT,Cameroon,CMR,0
Afghanistan,AFG,Total,TOT,Canada,CAN,21969
Afghanistan,AFG,Total,TOT,Cape Verde,CPV,0
Afghanistan,AFG,Total,TOT,Cayman Islands,CYM,0
Afghanistan,AFG,Total,TOT,Central African Republic,CAF,0
Afghanistan,AFG,Total,TOT,Chad,TCD,1
Afghanistan,AFG,Total,TOT,Channel Islands,CHI,0
Afghanistan,AFG,Total,TOT,Chile,CHL,14
Afghanistan,AFG,Total,TOT,China,CHN,66
Afghanistan,AFG,Total,TOT,Colombia,COL,93
Afghanistan,AFG,Total,TOT,Comoros,COM,0
Afghanistan,AFG,Total,TOT,"Congo, Dem. Rep.",COD,3
Afghanistan,AFG,Total,TOT,"Congo, Rep.",COG,0
Afghanistan,AFG,Total,TOT,Cook Islands,COK,0
Afghanistan,AFG,Total,TOT,Costa Rica,CRI,3
Afghanistan,AFG,Total,TOT,Cote d'Ivoire,CIV,0
Afghanistan,AFG,Total,TOT,Croatia,HRV,2
Afghanistan,AFG,Total,TOT,Cuba,CUB,0
Afghanistan,AFG,Total,TOT,Cyprus,CYP,4
Afghanistan,AFG,Total,TOT,Czech Republic,CZE,211
Afghanistan,AFG,Total,TOT,Denmark,DNK,4198
Afghanistan,AFG,Total,TOT,Djibouti,DJI,0
Afghanistan,AFG,Total,TOT,Dominica,DMA,0
Afghanistan,AFG,Total,TOT,Dominican Republic,DOM,7
Afghanistan,AFG,Total,TOT,Ecuador,ECU,19
Afghanistan,AFG,Total,TOT,"Egypt, Arab Rep.",EGY,277
Afghanistan,AFG,Total,TOT,El Salvador,SLV,0
Afghanistan,AFG,Total,TOT,Equatorial Guinea,GNQ,0
Afghanistan,AFG,Total,TOT,Eritrea,ERI,0
Afghanistan,AFG,Total,TOT,Estonia,EST,0
Afghanistan,AFG,Total,TOT,Ethiopia,ETH,0
Afghanistan,AFG,Total,TOT,Faeroe Islands,FRO,0
Afghanistan,AFG,Total,TOT,Falkland Islands (Malvinas),FLK,0
Afghanistan,AFG,Total,TOT,Fiji,FJI,9
Afghanistan,AFG,Total,TOT,Finland,FIN,322
Afghanistan,AFG,Total,TOT,France,FRA,2981
Afghanistan,AFG,Total,TOT,French Guiana,GUF,0
Afghanistan,AFG,Total,TOT,French Polynesia,PYF,1
Afghanistan,AFG,Total,TOT,Gabon,GAB,0
Afghanistan,AFG,Total,TOT,"Gambia, The",GMB,0
Afghanistan,AFG,Total,TOT,Georgia,GEO,0
Afghanistan,AFG,Total,TOT,Germany,DEU,15529
Afghanistan,AFG,Total,TOT,Ghana,GHA,11
Afghanistan,AFG,Total,TOT,Gibraltar,GIB,0
Afghanistan,AFG,Total,TOT,Greece,GRC,357
Afghanistan,AFG,Total,TOT,Greenland,GRL,0
Afghanistan,AFG,Total,TOT,Grenada,GRD,0
Afghanistan,AFG,Total,TOT,Guadeloupe,GLP,0
Afghanistan,AFG,Total,TOT,Guam,GUM,8
Afghanistan,AFG,Total,TOT,Guatemala,GTM,0
Afghanistan,AFG,Total,TOT,Guinea,GIN,0
Afghanistan,AFG,Total,TOT,Guinea-Bissau,GNB,0
Afghanistan,AFG,Total,TOT,Guyana,GUY,0
Afghanistan,AFG,Total,TOT,Haiti,HTI,0
Afghanistan,AFG,Total,TOT,Honduras,HND,3
Afghanistan,AFG,Total,TOT,"Hong Kong SAR, China",HKG,599
Afghanistan,AFG,Total,TOT,Hungary,HUN,81
Afghanistan,AFG,Total,TOT,Iceland,ISL,0
Afghanistan,AFG,Total,TOT,India,IND,9671
Afghanistan,AFG,Total,TOT,Indonesia,IDN,17
Afghanistan,AFG,Total,TOT,"Iran, Islamic Rep.",IRN,762129
Afghanistan,AFG,Total,TOT,Iraq,IRQ,0
Afghanistan,AFG,Total,TOT,Ireland,IRL,93
Afghanistan,AFG,Total,TOT,Isle of Man,IMN,0
Afghanistan,AFG,Total,TOT,Israel,ISR,429
Afghanistan,AFG,Total,TOT,Italy,ITA,202
Afghanistan,AFG,Total,TOT,Jamaica,JAM,0
Afghanistan,AFG,Total,TOT,Japan,JPN,206
Afghanistan,AFG,Total,TOT,Jordan,JOR,62
Afghanistan,AFG,Total,TOT,Kazakhstan,KAZ,0
Afghanistan,AFG,Total,TOT,Kenya,KEN,0
Afghanistan,AFG,Total,TOT,Kiribati,KIR,0
Afghanistan,AFG,Total,TOT,"Korea, Dem. Rep.",PRK,6
Afghanistan,AFG,Total,TOT,"Korea, Rep.",KOR,0
Afghanistan,AFG,Total,TOT,Kosovo,XKX,0
Afghanistan,AFG,Total,TOT,Kuwait,KWT,88350
Afghanistan,AFG,Total,TOT,Kyrgyz Republic,KGZ,1174
Afghanistan,AFG,Total,TOT,Lao PDR,LAO,0
Afghanistan,AFG,Total,TOT,Latvia,LVA,32
Afghanistan,AFG,Total,TOT,Lebanon,LBN,23718
Afghanistan,AFG,Total,TOT,Lesotho,LSO,0
Afghanistan,AFG,Total,TOT,Liberia,LBR,0
Afghanistan,AFG,Total,TOT,Libya,LBY,1011
Afghanistan,AFG,Total,TOT,Liechtenstein,LIE,2
Afghanistan,AFG,Total,TOT,Lithuania,LTU,35
Afghanistan,AFG,Total,TOT,Luxembourg,LUX,1
Afghanistan,AFG,Total,TOT,"Macao SAR, China",MAC,4
Afghanistan,AFG,Total,TOT,"Macedonia, FYR",MKD,29
Afghanistan,AFG,Total,TOT,Madagascar,MDG,2
Afghanistan,AFG,Total,TOT,Malawi,MWI,0
Afghanistan,AFG,Total,TOT,Malaysia,MYS,103
Afghanistan,AFG,Total,TOT,Maldives,MDV,4
Afghanistan,AFG,Total,TOT,Mali,MLI,0
Afghanistan,AFG,Total,TOT,Malta,MLT,5
Afghanistan,AFG,Total,TOT,Marshall Islands,MHL,0
Afghanistan,AFG,Total,TOT,Martinique,MTQ,0
Afghanistan,AFG,Total,TOT,Mauritania,MRT,1
Afghanistan,AFG,Total,TOT,Mauritius,MUS,1
Afghanistan,AFG,Total,TOT,Mayotte,MYT,0
Afghanistan,AFG,Total,TOT,Mexico,MEX,9
Afghanistan,AFG,Total,TOT,"Micronesia, Fed. Sts.",FSM,0
Afghanistan,AFG,Total,TOT,Moldova,MDA,0
Afghanistan,AFG,Total,TOT,Monaco,MCO,9
Afghanistan,AFG,Total,TOT,Mongolia,MNG,0
Afghanistan,AFG,Total,TOT,Montenegro,MNE,0
Afghanistan,AFG,Total,TOT,Montserrat,MSR,0
Afghanistan,AFG,Total,TOT,Morocco,MAR,9
Afghanistan,AFG,Total,TOT,Mozambique,MOZ,2
Afghanistan,AFG,Total,TOT,Myanmar,MMR,5
Afghanistan,AFG,Total,TOT,Namibia,NAM,0
Afghanistan,AFG,Total,TOT,Naura,NRU,0
Afghanistan,AFG,Total,TOT,Nepal,NPL,74
Afghanistan,AFG,Total,TOT,Netherlands,NLD,26955
Afghanistan,AFG,Total,TOT,Netherlands Antilles,ANT,0
Afghanistan,AFG,Total,TOT,New Caledonia,NCL,3
Afghanistan,AFG,Total,TOT,New Zealand,NZL,727
Afghanistan,AFG,Total,TOT,Nicaragua,NIC,25
Afghanistan,AFG,Total,TOT,Niger,NER,0
Afghanistan,AFG,Total,TOT,Nigeria,NGA,1
Afghanistan,AFG,Total,TOT,Niue,NIU,0
Afghanistan,AFG,Total,TOT,Norfolk Island,NFK,0
Afghanistan,AFG,Total,TOT,Northern Mariana Islands,MNP,9
Afghanistan,AFG,Total,TOT,Norway,NOR,652
Afghanistan,AFG,Total,TOT,Oman,OMN,1148
Afghanistan,AFG,Total,TOT,Pakistan,PAK,14461
Afghanistan,AFG,Total,TOT,Palau,PLW,2
Afghanistan,AFG,Total,TOT,Panama,PAN,0
Afghanistan,AFG,Total,TOT,Papua New Guinea,PNG,11
Afghanistan,AFG,Total,TOT,Paraguay,PRY,5
Afghanistan,AFG,Total,TOT,Peru,PER,8
Afghanistan,AFG,Total,TOT,Philippines,PHL,751
Afghanistan,AFG,Total,TOT,Poland,POL,165
Afghanistan,AFG,Total,TOT,Portugal,PRT,0
Afghanistan,AFG,Total,TOT,Puerto Rico,PRI,0
Afghanistan,AFG,Total,TOT,Qatar,QAT,35442
Afghanistan,AFG,Total,TOT,Reunion,REU,0
Afghanistan,AFG,Total,TOT,Romania,ROU,0
Afghanistan,AFG,Total,TOT,Russian Federation,RUS,406
Afghanistan,AFG,Total,TOT,Rwanda,RWA,0
Afghanistan,AFG,Total,TOT,Saint Helena,SHN,0
Afghanistan,AFG,Total,TOT,Saint Pierre and Miquelon,SPM,0
Afghanistan,AFG,Total,TOT,Samoa,WSM,0
Afghanistan,AFG,Total,TOT,San Marino,SMR,0
Afghanistan,AFG,Total,TOT,Sao Tome and Principe,STP,0
Afghanistan,AFG,Total,TOT,Saudi Arabia,SAU,12746
Afghanistan,AFG,Total,TOT,Senegal,SEN,0
Afghanistan,AFG,Total,TOT,Serbia,SRB,0
Afghanistan,AFG,Total,TOT,Serbia and Montenegro,SCG,5
Afghanistan,AFG,Total,TOT,Seychelles,SYC,0
Afghanistan,AFG,Total,TOT,Sierra Leone,SLE,0
Afghanistan,AFG,Total,TOT,Singapore,SGP,181
Afghanistan,AFG,Total,TOT,Slovak Republic,SVK,73
Afghanistan,AFG,Total,TOT,Slovenia,SVN,2
Afghanistan,AFG,Total,TOT,Solomon Islands,SLB,0
Afghanistan,AFG,Total,TOT,Somalia,SOM,0
Afghanistan,AFG,Total,TOT,South Africa,ZAF,26
Afghanistan,AFG,Total,TOT,Spain,ESP,123
Afghanistan,AFG,Total,TOT,Sri Lanka,LKA,83
Afghanistan,AFG,Total,TOT,St. Kitts and Nevis,KNA,0
Afghanistan,AFG,Total,TOT,St. Lucia,LCA,0
Afghanistan,AFG,Total,TOT,St. Vincent and the Grenadines,VCT,0
Afghanistan,AFG,Total,TOT,Sudan,SDN,10
Afghanistan,AFG,Total,TOT,Suriname,SUR,0
Afghanistan,AFG,Total,TOT,Swaziland,SWZ,0
Afghanistan,AFG,Total,TOT,Sweden,SWE,4239
Afghanistan,AFG,Total,TOT,Switzerland,CHE,2395
Afghanistan,AFG,Total,TOT,Syrian Arab Republic,SYR,9172
Afghanistan,AFG,Total,TOT,"Taiwan, China",TWN,1
Afghanistan,AFG,Total,TOT,Tajikistan,TJK,1571
Afghanistan,AFG,Total,TOT,Tanzania,TZA,7
Afghanistan,AFG,Total,TOT,Thailand,THA,596
Afghanistan,AFG,Total,TOT,Timor-Leste,TLS,0
Afghanistan,AFG,Total,TOT,Togo,TGO,0
Afghanistan,AFG,Total,TOT,Tokelau,TKL,0
Afghanistan,AFG,Total,TOT,Tonga,TON,2
Afghanistan,AFG,Total,TOT,Trinidad and Tobago,TTO,0
Afghanistan,AFG,Total,TOT,Tunisia,TUN,112
Afghanistan,AFG,Total,TOT,Turkey,TUR,9630
Afghanistan,AFG,Total,TOT,Turkmenistan,TKM,0
Afghanistan,AFG,Total,TOT,Turks and Caicos Islands,TCA,0
Afghanistan,AFG,Total,TOT,Tuvalu,TUV,0
Afghanistan,AFG,Total,TOT,Uganda,UGA,0
Afghanistan,AFG,Total,TOT,Ukraine,UKR,197
Afghanistan,AFG,Total,TOT,United Arab Emirates,ARE,26430
Afghanistan,AFG,Total,TOT,United Kingdom,GBR,5
Afghanistan,AFG,Total,TOT,United States,USA,44893
Afghanistan,AFG,Total,TOT,Uruguay,URY,0
Afghanistan,AFG,Total,TOT,Uzbekistan,UZB,0
Afghanistan,AFG,Total,TOT,Vanuatu,VUT,0
Afghanistan,AFG,Total,TOT,"Venezuela, RB",VEN,10
Afghanistan,AFG,Total,TOT,Vietnam,VNM,19
Afghanistan,AFG,Total,TOT,Virgin Islands (U.S.),VIR,0
Afghanistan,AFG,Total,TOT,"Virgin Islands, British",VGB,0
Afghanistan,AFG,Total,TOT,Wallis and Futuna,WLF,0
Afghanistan,AFG,Total,TOT,West Bank and Gaza,PSE,111
Afghanistan,AFG,Total,TOT,"Yemen, Rep.",YEM,2845
Afghanistan,AFG,Total,TOT,Zambia,ZMB,0
Afghanistan,AFG,Total,TOT,Zimbabwe,ZWE,1
Albania,ALB,Total,TOT,Afghanistan,AFG,0
Albania,ALB,Total,TOT,Albania,ALB,0
Albania,ALB,Total,TOT,Algeria,DZA,3
Albania,ALB,Total,TOT,American Samoa,ASM,0
Albania,ALB,Total,TOT,Andorra,AND,152
Albania,ALB,Total,TOT,Angola,AGO,1
Albania,ALB,Total,TOT,Anguilla,AIA,0
Albania,ALB,Total,TOT,Antigua and Barbuda,ATG,0
Albania,ALB,Total,TOT,Argentina,ARG,0
Albania,ALB,Total,TOT,Armenia,ARM,7
Albania,ALB,Total,TOT,Aruba,ABW,0
Albania,ALB,Total,TOT,Australia,AUS,1437
Albania,ALB,Total,TOT,Austria,AUT,2372
Albania,ALB,Total,TOT,Azerbaijan,AZE,0
Albania,ALB,Total,TOT,"Bahamas, The",BHS,0
Albania,ALB,Total,TOT,Bahrain,BHR,2
Albania,ALB,Total,TOT,Bangladesh,BGD,2
Albania,ALB,Total,TOT,Barbados,BRB,0
Albania,ALB,Total,TOT,Belarus,BLR,0
Albania,ALB,Total,TOT,Belgium,BEL,1951
Albania,ALB,Total,TOT,Belize,BLZ,4
Albania,ALB,Total,TOT,Benin,BEN,12
Albania,ALB,Total,TOT,Bermuda,BMU,3
Albania,ALB,Total,TOT,Bhutan,BTN,0
Albania,ALB,Total,TOT,Bolivia,BOL,12
Albania,ALB,Total,TOT,Bosnia and Herzegovina,BIH,753
Albania,ALB,Total,TOT,Botswana,BWA,0
Albania,ALB,Total,TOT,Brazil,BRA,1
Albania,ALB,Total,TOT,Brunei Darussalam,BRN,0
Albania,ALB,Total,TOT,Bulgaria,BGR,424
Albania,ALB,Total,TOT,Burkina Faso,BFA,2
Albania,ALB,Total,TOT,Burundi,BDI,0
Albania,ALB,Total,TOT,Cambodia,KHM,4
Albania,ALB,Total,TOT,Cameroon,CMR,8
Albania,ALB,Total,TOT,Canada,CAN,6102
Albania,ALB,Total,TOT,Cape Verde,CPV,14
Albania,ALB,Total,TOT,Cayman Islands,CYM,0
Albania,ALB,Total,TOT,Central African Republic,CAF,6
Albania,ALB,Total,TOT,Chad,TCD,1
Albania,ALB,Total,TOT,Channel Islands,CHI,0
Albania,ALB,Total,TOT,Chile,CHL,25
Albania,ALB,Total,TOT,China,CHN,1
Albania,ALB,Total,TOT,Colombia,COL,40
Albania,ALB,Total,TOT,Comoros,COM,0
Albania,ALB,Total,TOT,"Congo, Dem. Rep.",COD,241
Albania,ALB,Total,TOT,"Congo, Rep.",COG,6
Albania,ALB,Total,TOT,Cook Islands,COK,0
Albania,ALB,Total,TOT,Costa Rica,CRI,3
Albania,ALB,Total,TOT,Cote d'Ivoire,CIV,18
Albania,ALB,Total,TOT,Croatia,HRV,182
Albania,ALB,Total,TOT,Cuba,CUB,118
Albania,ALB,Total,TOT,Cyprus,CYP,126
Albania,ALB,Total,TOT,Czech Republic,CZE,180
Albania,ALB,Total,TOT,Denmark,DNK,91
Albania,ALB,Total,TOT,Djibouti,DJI,0
Albania,ALB,Total,TOT,Dominica,DMA,0
Albania,ALB,Total,TOT,Dominican Republic,DOM,26
Albania,ALB,Total,TOT,Ecuador,ECU,24
Albania,ALB,Total,TOT,"Egypt, Arab Rep.",EGY,114
Albania,ALB,Total,TOT,El Salvador,SLV,0
Albania,ALB,Total,TOT,Equatorial Guinea,GNQ,0
Albania,ALB,Total,TOT,Eritrea,ERI,0
Albania,ALB,Total,TOT,Estonia,EST,0
Albania,ALB,Total,TOT,Ethiopia,ETH,14
Albania,ALB,Total,TOT,Faeroe Islands,FRO,2
Albania,ALB,Total,TOT,Falkland Islands (Malvinas),FLK,0
Albania,ALB,Total,TOT,Fiji,FJI,0
Albania,ALB,Total,TOT,Finland,FIN,48
Albania,ALB,Total,TOT,France,FRA,32356
Albania,ALB,Total,TOT,French Guiana,GUF,0
Albania,ALB,Total,TOT,French Polynesia,PYF,0
Albania,ALB,Total,TOT,Gabon,GAB,21
Albania,ALB,Total,TOT,"Gambia, The",GMB,9
Albania,ALB,Total,TOT,Georgia,GEO,0
Albania,ALB,Total,TOT,Germany,DEU,221897
Albania,ALB,Total,TOT,Ghana,GHA,23
Albania,ALB,Total,TOT,Gibraltar,GIB,2
Albania,ALB,Total,TOT,Greece,GRC,420838
Albania,ALB,Total,TOT,Greenland,GRL,0
Albania,ALB,Total,TOT,Grenada,GRD,0
Albania,ALB,Total,TOT,Guadeloupe,GLP,4
Albania,ALB,Total,TOT,Guam,GUM,0
Albania,ALB,Total,TOT,Guatemala,GTM,2
Albania,ALB,Total,TOT,Guinea,GIN,12
Albania,ALB,Total,TOT,Guinea-Bissau,GNB,0
Albania,ALB,Total,TOT,Guyana,GUY,0
Albania,ALB,Total,TOT,Haiti,HTI,0
Albania,ALB,Total,TOT,Honduras,HND,3
Albania,ALB,Total,TOT,"Hong Kong SAR, China",HKG,14
Albania,ALB,Total,TOT,Hungary,HUN,359
Albania,ALB,Total,TOT,Iceland,ISL,20
Albania,ALB,Total,TOT,India,IND,58
Albania,ALB,Total,TOT,Indonesia,IDN,32
Albania,ALB,Total,TOT,"Iran, Islamic Rep.",IRN,4
Albania,ALB,Total,TOT,Iraq,IRQ,0
Albania,ALB,Total,TOT,Ireland,IRL,184
Albania,ALB,Total,TOT,Isle of Man,IMN,0
Albania,ALB,Total,TOT,Israel,ISR,433
Albania,ALB,Total,TOT,Italy,ITA,275300
Albania,ALB,Total,TOT,Jamaica,JAM,0
Albania,ALB,Total,TOT,Japan,JPN,2
Albania,ALB,Total,TOT,Jordan,JOR,11
Albania,ALB,Total,TOT,Kazakhstan,KAZ,0
Albania,ALB,Total,TOT,Kenya,KEN,0
Albania,ALB,Total,TOT,Kiribati,KIR,0
Albania,ALB,Total,TOT,"Korea, Dem. Rep.",PRK,0
Albania,ALB,Total,TOT,"Korea, Rep.",KOR,0
Albania,ALB,Total,TOT,Kosovo,XKX,0
Albania,ALB,Total,TOT,Kuwait,KWT,14
Albania,ALB,Total,TOT,Kyrgyz Republic,KGZ,6
Albania,ALB,Total,TOT,Lao PDR,LAO,2
Albania,ALB,Total,TOT,Latvia,LVA,6
Albania,ALB,Total,TOT,Lebanon,LBN,104
Albania,ALB,Total,TOT,Lesotho,LSO,0
Albania,ALB,Total,TOT,Liberia,LBR,0
Albania,ALB,Total,TOT,Libya,LBY,2
Albania,ALB,Total,TOT,Liechtenstein,LIE,2
Albania,ALB,Total,TOT,Lithuania,LTU,5
Albania,ALB,Total,TOT,Luxembourg,LUX,221
Albania,ALB,Total,TOT,"Macao SAR, China",MAC,0
Albania,ALB,Total,TOT,"Macedonia, FYR",MKD,2146
Albania,ALB,Total,TOT,Madagascar,MDG,14
Albania,ALB,Total,TOT,Malawi,MWI,0
Albania,ALB,Total,TOT,Malaysia,MYS,23
Albania,ALB,Total,TOT,Maldives,MDV,0
Albania,ALB,Total,TOT,Mali,MLI,0
Albania,ALB,Total,TOT,Malta,MLT,0
Albania,ALB,Total,TOT,Marshall Islands,MHL,0
Albania,ALB,Total,TOT,Martinique,MTQ,2
Albania,ALB,Total,TOT,Mauritania,MRT,0
Albania,ALB,Total,TOT,Mauritius,MUS,0
Albania,ALB,Total,TOT,Mayotte,MYT,0
Albania,ALB,Total,TOT,Mexico,MEX,8
Albania,ALB,Total,TOT,"Micronesia, Fed. Sts.",FSM,0
Albania,ALB,Total,TOT,Moldova,MDA,0
Albania,ALB,Total,TOT,Monaco,MCO,93
Albania,ALB,Total,TOT,Mongolia,MNG,0
Albania,ALB,Total,TOT,Montenegro,MNE,0
Albania,ALB,Total,TOT,Montserrat,MSR,0
Albania,ALB,Total,TOT,Morocco,MAR,0
Albania,ALB,Total,TOT,Mozambique,MOZ,1
Albania,ALB,Total,TOT,Myanmar,MMR,10
Albania,ALB,Total,TOT,Namibia,NAM,2
Albania,ALB,Total,TOT,Naura,NRU,0
Albania,ALB,Total,TOT,Nepal,NPL,4
Albania,ALB,Total,TOT,Netherlands,NLD,509
Albania,ALB,Total,TOT,Netherlands Antilles,ANT,2
Albania,ALB,Total,TOT,New Caledonia,NCL,0
Albania,ALB,Total,TOT,New Zealand,NZL,62
Albania,ALB,Total,TOT,Nicaragua,NIC,30
Albania,ALB,Total,TOT,Niger,NER,8
Albania,ALB,Total,TOT,Nigeria,NGA,70
Albania,ALB,Total,TOT,Niue,NIU,0
Albania,ALB,Total,TOT,Norfolk Island,NFK,0
Albania,ALB,Total,TOT,Northern Mariana Islands,MNP,0
Albania,ALB,Total,TOT,Norway,NOR,152
Albania,ALB,Total,TOT,Oman,OMN,7
Albania,ALB,Total,TOT,Pakistan,PAK,7
Albania,ALB,Total,TOT,Palau,PLW,0
Albania,ALB,Total,TOT,Panama,PAN,15
Albania,ALB,Total,TOT,Papua New Guinea,PNG,0
Albania,ALB,Total,TOT,Paraguay,PRY,0
Albania,ALB,Total,TOT,Peru,PER,18
Albania,ALB,Total,TOT,Philippines,PHL,600
Albania,ALB,Total,TOT,Poland,POL,70
Albania,ALB,Total,TOT,Portugal,PRT,0
Albania,ALB,Total,TOT,Puerto Rico,PRI,10
Albania,ALB,Total,TOT,Qatar,QAT,156
Albania,ALB,Total,TOT,Reunion,REU,2
Albania,ALB,Total,TOT,Romania,ROU,691
Albania,ALB,Total,TOT,Russian Federation,RUS,417
Albania,ALB,Total,TOT,Rwanda,RWA,92
Albania,ALB,Total,TOT,Saint Helena,SHN,0
Albania,ALB,Total,TOT,Saint Pierre and Miquelon,SPM,0
Albania,ALB,Total,TOT,Samoa,WSM,0
Albania,ALB,Total,TOT,San Marino,SMR,0
Albania,ALB,Total,TOT,Sao Tome and Principe,STP,0
Albania,ALB,Total,TOT,Saudi Arabia,SAU,56
Albania,ALB,Total,TOT,Senegal,SEN,5
Albania,ALB,Total,TOT,Serbia,SRB,0
Albania,ALB,Total,TOT,Serbia and Montenegro,SCG,4084
Albania,ALB,Total,TOT,Seychelles,SYC,0
Albania,ALB,Total,TOT,Sierra Leone,SLE,0
Albania,ALB,Total,TOT,Singapore,SGP,7
Albania,ALB,Total,TOT,Slovak Republic,SVK,17
Albania,ALB,Total,TOT,Slovenia,SVN,2
Albania,ALB,Total,TOT,Solomon Islands,SLB,0
Albania,ALB,Total,TOT,Somalia,SOM,0
Albania,ALB,Total,TOT,South Africa,ZAF,70
Albania,ALB,Total,TOT,Spain,ESP,377
Albania,ALB,Total,TOT,Sri Lanka,LKA,0
Albania,ALB,Total,TOT,St. Kitts and Nevis,KNA,0
Albania,ALB,Total,TOT,St. Lucia,LCA,0
Albania,ALB,Total,TOT,St. Vincent and the Grenadines,VCT,0
Albania,ALB,Total,TOT,Sudan,SDN,6
Albania,ALB,Total,TOT,Suriname,SUR,0
Albania,ALB,Total,TOT,Swaziland,SWZ,0
Albania,ALB,Total,TOT,Sweden,SWE,370
Albania,ALB,Total,TOT,Switzerland,CHE,1817
Albania,ALB,Total,TOT,Syrian Arab Republic,SYR,25
Albania,ALB,Total,TOT,"Taiwan, China",TWN,0
Albania,ALB,Total,TOT,Tajikistan,TJK,0
Albania,ALB,Total,TOT,Tanzania,TZA,7
Albania,ALB,Total,TOT,Thailand,THA,1150
Albania,ALB,Total,TOT,Timor-Leste,TLS,0
Albania,ALB,Total,TOT,Togo,TGO,43
Albania,ALB,Total,TOT,Tokelau,TKL,0
Albania,ALB,Total,TOT,Tonga,TON,0
Albania,ALB,Total,TOT,Trinidad and Tobago,TTO,0
Albania,ALB,Total,TOT,Tunisia,TUN,4
Albania,ALB,Total,TOT,Turkey,TUR,3313
Albania,ALB,Total,TOT,Turkmenistan,TKM,0
Albania,ALB,Total,TOT,Turks and Caicos Islands,TCA,0
Albania,ALB,Total,TOT,Tuvalu,TUV,0
Albania,ALB,Total,TOT,Uganda,UGA,6
Albania,ALB,Total,TOT,Ukraine,UKR,202
Albania,ALB,Total,TOT,United Arab Emirates,ARE,88
Albania,ALB,Total,TOT,United Kingdom,GBR,0
Albania,ALB,Total,TOT,United States,USA,40555
Albania,ALB,Total,TOT,Uruguay,URY,3
Albania,ALB,Total,TOT,Uzbekistan,UZB,0
Albania,ALB,Total,TOT,Vanuatu,VUT,0
Albania,ALB,Total,TOT,"Venezuela, RB",VEN,16
Albania,ALB,Total,TOT,Vietnam,VNM,20
Albania,ALB,Total,TOT,Virgin Islands (U.S.),VIR,0
Albania,ALB,Total,TOT,"Virgin Islands, British",VGB,0
Albania,ALB,Total,TOT,Wallis and Futuna,WLF,0
Albania,ALB,Total,TOT,West Bank and Gaza,PSE,48
Albania,ALB,Total,TOT,"Yemen, Rep.",YEM,23
Albania,ALB,Total,TOT,Zambia,ZMB,0
Albania,ALB,Total,TOT,Zimbabwe,ZWE,6
Algeria,DZA,Total,TOT,Afghanistan,AFG,54
Algeria,DZA,Total,TOT,Albania,ALB,0
Algeria,DZA,Total,TOT,Algeria,DZA,0
Algeria,DZA,Total,TOT,American Samoa,ASM,0
Algeria,DZA,Total,TOT,Andorra,AND,254
Algeria,DZA,Total,TOT,Angola,AGO,3
Algeria,DZA,Total,TOT,Anguilla,AIA,0
Algeria,DZA,Total,TOT,Antigua and Barbuda,ATG,5
Algeria,DZA,Total,TOT,Argentina,ARG,0
Algeria,DZA,Total,TOT,Armenia,ARM,0
Algeria,DZA,Total,TOT,Aruba,ABW,0
Algeria,DZA,Total,TOT,Australia,AUS,990
Algeria,DZA,Total,TOT,Austria,AUT,546
Algeria,DZA,Total,TOT,Azerbaijan,AZE,0
Algeria,DZA,Total,TOT,"Bahamas, The",BHS,3
Algeria,DZA,Total,TOT,Bahrain,BHR,9
Algeria,DZA,Total,TOT,Bangladesh,BGD,104
